0_names,0_scores,0_pvals_adj,0_logfoldchanges,1_names,1_scores,1_pvals_adj,1_logfoldchanges,2_names,2_scores,2_pvals_adj,2_logfoldchanges,3_names,3_scores,3_pvals_adj,3_logfoldchanges,4_names,4_scores,4_pvals_adj,4_logfoldchanges,5_names,5_scores,5_pvals_adj,5_logfoldchanges,6_names,6_scores,6_pvals_adj,6_logfoldchanges,7_names,7_scores,7_pvals_adj,7_logfoldchanges
TMEM218,-0.20643954,0.9999003804629129,,GPATCH11,-0.26381564,0.9996937181110113,,PAK2,-0.28528935,0.9996617578253437,,PLCXD1,-0.112221375,0.9998338017940898,,UNC5CL,-0.051833887,0.9999189069433965,1.0117302,CTDNEP1,-0.10371681,1.0,,RP3-402G11.25,-0.13355821,1.0,3.0208187,CEACAM1,-0.029657448,0.9992640708997754,1.1509886
NNT,-0.2064902,0.9999003804629129,,VSIG1,-0.26426154,0.9996937181110113,,PELP1,-0.28543723,0.9996617578253437,,RIPK3,-0.112711914,0.9998338017940898,,TET1,-0.051833887,0.9999189069433965,1.0066212,ZNF563,-0.10407855,1.0,,GALNT7,-0.13355821,1.0,2.9772177,ZNF596,-0.029657448,0.9992640708997754,1.1446217
PRPF8,-0.2067942,0.9999003804629129,,DNAJC30,-0.26445267,0.9996937181110113,,CCNT2,-0.2855112,0.9996617578253437,,USP20,-0.11301379,0.9998338017940898,,RP11-793H13.11,-0.051833887,0.9999189069433965,0.99848723,LRRC14,-0.10428526,1.0,,FAM13A,-0.13355821,1.0,2.9365277,B4GALNT3,-0.029657448,0.9992640708997754,1.1437035
NFS1,-0.20712353,0.9999003804629129,,TMEM256-PLSCR3,-0.26451635,0.9996937181110113,,HDAC10,-0.28558514,0.9996617578253437,,ZNF90,-0.11301379,0.9998338017940898,,AP000769.1,-0.051833887,0.9999189069433965,1.0129998,TBC1D9B,-0.10438862,1.0,,RP11-386G11.5,-0.13355821,1.0,3.002658,CDC45,-0.029657448,0.9992640708997754,1.2832536
PDE4D,-0.20727554,0.9999003804629129,,GPANK1,-0.26451635,0.9996937181110113,,VPS41,-0.28569606,0.9996617578253437,,INTS1,-0.11312699,0.9998338017940898,,C22orf15,-0.051833887,0.9999189069433965,1.0122776,MPI,-0.104440294,1.0,,LINC00920,-0.13355821,1.0,2.9487486,GRK4,-0.029657448,0.9992640708997754,1.1611916
ABHD3,-0.2073262,0.9999003804629129,,ADCK4,-0.2645482,0.9996937181110113,,PEX7,-0.28569606,0.9996617578253437,,DAGLB,-0.11320246,0.9998338017940898,,C11orf95,-0.051833887,0.9999189069433965,0.99949086,C7orf43,-0.10469869,1.0,,RP11-542M13.3,-0.13355821,1.0,2.9837883,RBAK,-0.029657448,0.9992640708997754,1.1589248
ZC3H11A,-0.2074022,0.9999003804629129,,YTHDC2,-0.26489857,0.9996937181110113,,SETD6,-0.285733,0.9996617578253437,,ZNF669,-0.11327793,0.9998338017940898,,MUC12,-0.051833887,0.9999189069433965,1.0126196,CSNK1G2,-0.10469869,1.0,,RABGEF1,-0.13355821,1.0,2.9916878,PLLP,-0.029657448,0.9992640708997754,1.1446177
CBR4,-0.2076302,0.9999003804629129,,TSPYL4,-0.26496226,0.9996937181110113,,NIFK,-0.28580698,0.9996617578253437,,SREK1IP1,-0.113504335,0.9998338017940898,,HSPA2,-0.051833887,0.9999189069433965,1.01375,HIPK1,-0.105112106,1.0,,TM6SF1,-0.13355821,1.0,2.986544,MB21D2,-0.029657448,0.9992640708997754,1.1483603
PSRC1,-0.20790887,0.9999003804629129,4.6472125,LPCAT1,-0.2650578,0.9996937181110113,,AGPAT4,-0.28580698,0.9996617578253437,,TPM1,-0.11361753,0.9998338017940898,,ATPAF1,-0.052138794,0.9999189069433965,,DZIP3,-0.105112106,1.0,,ATN1,-0.13355821,1.0,2.9568899,ARHGEF11,-0.029657448,0.9992640708997754,1.1570754
AC147651.3,-0.20790887,0.9999003804629129,5.839977,PEMT,-0.2656311,0.9996937181110113,,TCEAL1,-0.28584394,0.9996617578253437,,PUS7L,-0.113730736,0.9998338017940898,,ERCC4,-0.052138794,0.9999189069433965,,BAG3,-0.105112106,1.0,,RAP2A,-0.13355821,1.0,2.9376655,HIST1H4H,-0.029657448,0.9992640708997754,1.144034
COG2,-0.20790887,0.9999003804629129,,NSUN3,-0.26572666,0.9996937181110113,,METRNL,-0.28595486,0.9996617578253437,,FAM213A,-0.1138062,0.9998338017940898,,RP11-544A12.8,-0.052138794,0.9999189069433965,,GGT1,-0.10526714,1.0,7.8784323,ZNF438,-0.13355821,1.0,3.051917,MAP4K3,-0.029657448,0.9992640708997754,1.1460607
RP11-162G10.5,-0.20795953,0.9999003804629129,4.8900948,SNAPC1,-0.26572666,0.9996937181110113,,SART3,-0.28599185,0.9996617578253437,,RP13-1032I1.7,-0.11384394,0.9998338017940898,,FAM208B,-0.052342065,0.9999189069433965,,AC015987.2,-0.10526714,1.0,4.0718327,AL928768.3,-0.13355821,1.0,2.9865534,SLC30A4,-0.029657448,0.9992640708997754,1.152122
BOLA2B,-0.20795953,0.9999003804629129,4.84077,ZNF529,-0.26585406,0.9996937181110113,,ALG6,-0.2861767,0.9996617578253437,,MYL6B,-0.114145815,0.9998338017940898,,ZNF773,-0.052494515,0.9999189069433965,1.8366618,SLC31A1,-0.10526714,1.0,5.085325,LRFN1,-0.13355821,1.0,3.0443063,CRYBG3-1,-0.029657448,0.9992640708997754,1.1527056
UBE3C,-0.20795953,0.9999003804629129,,QRICH1,-0.26633182,0.9996937181110113,,AMMECR1,-0.28632462,0.9996617578253437,,TOB2,-0.11452316,0.9998338017940898,,KCTD7,-0.052545335,0.9999189069433965,1.8572955,TCEA2,-0.10573223,1.0,,FANCD2,-0.13355821,1.0,2.7375822,WLS,-0.029657448,0.9992640708997754,1.1487181
DGAT2,-0.20795953,0.9999003804629129,3.7991683,SH2D3C,-0.2665229,0.9996937181110113,,PRKACB,-0.28636158,0.9996617578253437,,PML,-0.114598624,0.9998338017940898,,KIAA1009,-0.052545335,0.9999189069433965,1.8743436,DDX49,-0.10573223,1.0,,CAPN10-AS1,-0.13355821,1.0,2.9351406,TOP2A,-0.029657448,0.9992640708997754,1.2157775
SS18L1,-0.2080102,0.9999003804629129,4.6993885,CTBP1-AS2,-0.26655477,0.9996937181110113,,ITFG3,-0.2864725,0.9996617578253437,,MZB1,-0.114636354,0.9998338017940898,,PPOX,-0.052545335,0.9999189069433965,,FRY,-0.105835594,1.0,6.8164515,KB-431C1.4,-0.13355821,1.0,2.9677835,WBP2NL,-0.029657448,0.9992640708997754,1.1653321
P2RY2,-0.2080102,0.9999003804629129,4.8875775,COMMD7,-0.26668218,0.9996937181110113,,CASC7,-0.2864725,0.9996617578253437,,THOC2,-0.114825025,0.9998338017940898,,AC091729.9,-0.05259615,0.9999189069433965,1.8343596,MBNL1-AS1,-0.10593895,1.0,4.547783,ZNF222,-0.13355821,1.0,3.0212579,RP1-159A19.4,-0.029657448,0.9992640708997754,1.1551613
CUEDC1,-0.2080102,0.9999003804629129,4.433263,C11orf57,-0.26674587,0.9996937181110113,,CAMTA2,-0.28650948,0.9996617578253437,,HOMEZ,-0.115013696,0.9998338017940898,,INPP5F,-0.05264697,0.9999189069433965,1.7741668,GSDMB,-0.10593895,1.0,10.740594,ZSWIM6,-0.13355821,1.0,2.9314775,ZNF717,-0.029657448,0.9992640708997754,1.1696515
ZDHHC14,-0.2080102,0.9999003804629129,4.581011,ZNF124,-0.26674587,0.9996937181110113,,SLC11A2,-0.28658342,0.9996617578253437,,BRD4,-0.1151269,0.9998338017940898,,AK1,-0.052748602,0.9999189069433965,2.1076732,NMT1,-0.10614566,1.0,,PROCA1,-0.13355821,1.0,2.9508777,CTD-2369P2.2,-0.029657448,0.9992640708997754,1.1519344
FCGR3B,-0.2080102,0.9999003804629129,4.848208,FAM8A1,-0.26690513,0.9996937181110113,,RNPC3,-0.2867683,0.9996617578253437,,RNF44,-0.11535331,0.9998338017940898,,DNMT1,-0.053002693,0.9999189069433965,,ZNF346,-0.10624901,1.0,4.677804,SETBP1,-0.13355821,1.0,2.9345193,KCNMA1,-0.029657448,0.9992640708997754,1.1582423
RELL1,-0.2080102,0.9999003804629129,4.4277997,PRPF39,-0.26700068,0.9996937181110113,,ING5,-0.2867683,0.9996617578253437,,ZNF362,-0.115428776,0.9998338017940898,,MRI1,-0.05305351,0.9999189069433965,,RFNG,-0.10661075,1.0,,CCDC7,-0.13355821,1.0,2.81442,RP11-16E12.1,-0.029657448,0.9992640708997754,1.1446936
LHFPL2,-0.2080102,0.9999003804629129,4.692438,ZC3H11A,-0.26700068,0.9996937181110113,,TCTN3,-0.28680527,0.9996617578253437,,ARHGEF6,-0.11554198,0.9998338017940898,,HGSNAT,-0.05346005,0.9999189069433965,,YIPF2,-0.10666243,1.0,7.785372,GRAMD4,-0.13355821,1.0,3.0306654,STARD9,-0.029657448,0.9992640708997754,1.1703777
IER5L,-0.2080102,0.9999003804629129,4.678753,MDM4,-0.26706436,0.9996937181110113,,SUPT5H,-0.2869162,0.9996617578253437,,RP11-85F14.5,-0.11561745,0.9998338017940898,,CES4A,-0.053510867,0.9999189069433965,2.0647008,AP1G1,-0.10666243,1.0,,UVSSA,-0.13355821,1.0,3.045446,RP11-506M13.3,-0.029657448,0.9992640708997754,1.1533027
RP11-849F2.8,-0.2080102,0.9999003804629129,4.5815096,NVL,-0.26725549,0.9996937181110113,,UBFD1,-0.28699014,0.9996617578253437,,PHC3,-0.11565518,0.9998338017940898,,FAM185A,-0.053510867,0.9999189069433965,1.7564833,DHX37,-0.106765784,1.0,,IL7,-0.13355821,1.0,2.8497038,ST6GALNAC1,-0.029657448,0.9992640708997754,1.1465015
NPIPB5,-0.2080102,0.9999003804629129,4.623539,SLC35E2B,-0.26757398,0.9996937181110113,,SLC15A4,-0.28710106,0.9996617578253437,,ARMCX5,-0.11565518,0.9998338017940898,,C19orf82,-0.0536125,0.9999189069433965,2.1406176,SLC41A1,-0.106765784,1.0,,FLVCR1-AS1,-0.13355821,1.0,2.7778237,CENPE,-0.029657448,0.9992640708997754,1.1983103
MINK1,-0.20811152,0.9999003804629129,,LRRC8A,-0.2677014,0.9996937181110113,,PDHB,-0.2873229,0.9996617578253437,,ATF7IP,-0.11573065,0.9998338017940898,,RP11-146F11.1,-0.0536125,0.9999189069433965,1.7545621,VARS,-0.10681746,1.0,,TRAM2,-0.13355821,1.0,2.9477556,PROK2,-0.029657448,0.9992640708997754,1.1477404
PRPSAP1,-0.20882085,0.9999003804629129,,PDDC1,-0.26789248,0.9996937181110113,,PPP4R1,-0.28739685,0.9996617578253437,,NSUN6,-0.11580612,0.9998338017940898,,PCNXL3,-0.0536125,0.9999189069433965,2.0732784,EIF2D,-0.10686914,1.0,,THAP4,-0.13441396,1.0,,DLEC1,-0.029657448,0.9992640708997754,1.1446095
SFT2D2,-0.20927685,0.9999003804629129,,TCF3,-0.26789248,0.9996937181110113,,RAB5C,-0.28739685,0.9996617578253437,,BRAF,-0.115881585,0.9998338017940898,,ADNP2,-0.053714138,0.9999189069433965,1.9907246,ABCA5,-0.10697249,1.0,,PDK3,-0.13447508,1.0,,TNKS2-AS1,-0.029657448,0.9992640708997754,1.1453518
TP53BP1,-0.20927685,0.9999003804629129,,COPS5,-0.26830652,0.9996937181110113,,SMN2,-0.28769264,0.9996617578253437,,USP53,-0.115881585,0.9998338017940898,,AACS,-0.053714138,0.9999189069433965,2.2250714,C10orf2,-0.10738592,1.0,,MRPL53,-0.1345362,1.0,,THBS1,-0.029657448,0.9992640708997754,1.1762857
KDM3B,-0.20955552,0.9999003804629129,,IGFBP4,-0.26910278,0.9996937181110113,5.4226913,PIGC,-0.28776658,0.9996617578253437,,FRA10AC1,-0.115881585,0.9998338017940898,,RAD18,-0.053714138,0.9999189069433965,2.0795932,PICK1,-0.10738592,1.0,,SGMS1,-0.1347807,1.0,,CTD-3074O7.12,-0.029657448,0.9992640708997754,1.1522573
RP11-386I14.4,-0.21023951,0.9999003804629129,,RP11-166P13.4,-0.26910278,0.9996937181110113,5.234939,USP9X,-0.28809935,0.9996617578253437,,C1orf123,-0.115881585,0.9998338017940898,,PMM2,-0.053714138,0.9999189069433965,2.1424384,MED1,-0.107437596,1.0,,TCEAL4,-0.1347807,1.0,,ZNF441,-0.029657448,0.9992640708997754,1.1539052
ACAD10,-0.21031551,0.9999003804629129,,PIK3C2B,-0.26910278,0.9996937181110113,5.3716273,BCL2A1,-0.28835815,0.9996617578253437,,PPIE,-0.11595705,0.9998338017940898,,AC009065.1,-0.053714138,0.9999189069433965,2.2404528,GRASP,-0.10759263,1.0,6.1565914,HMBOX1,-0.1350252,1.0,,ASAH2,-0.029657448,0.9992640708997754,1.1429869
EIF4E,-0.2103915,0.9999003804629129,,MYO6,-0.26910278,0.9996937181110113,4.8807764,ARL16,-0.28858,0.9996617578253437,,ZCWPW1,-0.11603252,0.9998338017940898,,WDR5B,-0.05381577,0.9999189069433965,2.2417142,LAGE3,-0.10759263,1.0,,THG1L,-0.1350252,1.0,,BIRC5,-0.029657448,0.9992640708997754,1.1965047
SOCS5,-0.2103915,0.9999003804629129,,ZNF184,-0.26910278,0.9996937181110113,5.359165,RP11-285F7.2,-0.28858,0.9996617578253437,,CTD-2020K17.1,-0.11610799,0.9998338017940898,,TRUB2,-0.05381577,0.9999189069433965,,SNRNP27,-0.10774766,1.0,,ABI1,-0.13514745,1.0,,KCNC3,-0.029657448,0.9992640708997754,1.1624426
PEX19,-0.21051817,0.9999003804629129,,FBF1,-0.26910278,0.9996937181110113,5.24198,PDS5A,-0.28880185,0.9996617578253437,,LIG3,-0.11614572,0.9998338017940898,,TMEM194B,-0.05381577,0.9999189069433965,2.3443983,CSE1L,-0.10774766,1.0,,RRN3,-0.13520858,1.0,,LINC00422,-0.029657448,0.9992640708997754,1.1449775
PPM1D,-0.21056885,0.9999003804629129,,P2RY14,-0.26910278,0.9996937181110113,5.5071626,TUBB2A,-0.2892825,0.9996617578253437,,RBBP4,-0.11618346,0.9998338017940898,,RP13-580F15.2,-0.05381577,0.9999189069433965,2.2766063,SPSB2,-0.108316116,1.0,,DHX15,-0.13539197,1.0,,SGOL1,-0.029657448,0.9992640708997754,1.1659867
CCZ1B,-0.21089818,0.9999003804629129,,CTA-250D10.23,-0.26910278,0.9996937181110113,4.8044486,JARID2,-0.28939342,0.9996617578253437,,TADA2B,-0.11618346,0.9998338017940898,,SLFN13,-0.05381577,0.9999189069433965,2.4710424,CIZ1,-0.108316116,1.0,,SPTBN1,-0.13575871,1.0,,AC069363.1,-0.029657448,0.9992640708997754,1.148909
POMZP3,-0.21094884,0.9999003804629129,,FAM177B,-0.26910278,0.9996937181110113,5.968642,PDCD11,-0.28939342,0.9996617578253437,,SYNJ2BP,-0.11618346,0.9998338017940898,,TDP2,-0.05386659,0.9999189069433965,,ST3GAL1,-0.10862618,1.0,,TSPAN4,-0.13588096,1.0,,RP11-499P20.2,-0.029657448,0.9992640708997754,1.1597543
CHMP4A,-0.21105017,0.9999003804629129,,RTKN2,-0.26910278,0.9996937181110113,5.4348555,AGFG2,-0.28961527,0.9996617578253437,,HIVEP2,-0.11618346,0.9998338017940898,,FLJ00104,-0.053917408,0.9999189069433965,2.527526,LIN7C,-0.10867786,1.0,,PXMP4,-0.13588096,1.0,,ZNF80,-0.029657448,0.9992640708997754,1.1474454
TCTN1,-0.21112616,0.9999003804629129,,SPAG4,-0.26910278,0.9996937181110113,5.6701374,MXD4,-0.289985,0.9996617578253437,,POLL,-0.11618346,0.9998338017940898,,ANKAR,-0.053917408,0.9999189069433965,3.1143696,ZNF586,-0.108729534,1.0,,NIPBL,-0.13594209,1.0,,UBE2C,-0.029657448,0.9992640708997754,1.2067885
ZNF667-AS1,-0.2111515,0.9999003804629129,,C2orf40,-0.26910278,0.9996937181110113,5.6290126,SLC35E1,-0.290022,0.9996617578253437,,ZRANB1,-0.11625893,0.9998338017940898,,MCU,-0.053917408,0.9999189069433965,3.0242672,FKBP4,-0.1090396,1.0,,ZNF511,-0.13600321,1.0,,PRTFDC1,-0.029657448,0.9992640708997754,1.1549112
VPS36,-0.21125284,0.9999003804629129,,TREML1,-0.26910278,0.9996937181110113,4.1101694,LZIC,-0.2902808,0.9996617578253437,,RP11-109G23.3,-0.11625893,0.9998338017940898,,RP11-53I6.3,-0.053917408,0.9999189069433965,2.631698,THEM6,-0.109091274,1.0,,UQCC1,-0.13606434,1.0,,RP11-513I15.6,-0.029657448,0.9992640708997754,1.1622
SLC29A3,-0.2113795,0.9999003804629129,,HAR1A,-0.26910278,0.9996937181110113,5.713838,ANKHD1,-0.29035476,0.9996617578253437,,PCTP,-0.11633439,0.9998338017940898,,HIST1H3D,-0.053917408,0.9999189069433965,2.6035614,PDCD11,-0.109453015,1.0,,GK,-0.13612546,1.0,,RCAN1,-0.029657448,0.9992640708997754,1.1577535
CLK3,-0.2113795,0.9999003804629129,,TPST1,-0.26910278,0.9996937181110113,5.304481,TMX4,-0.29090935,0.9996617578253437,,LOH12CR1,-0.11640986,0.9998338017940898,,AC018816.3,-0.053917408,0.9999189069433965,2.4825945,RLIM,-0.109608054,1.0,,SERPINB8,-0.13612546,1.0,,EPB41L5,-0.029657448,0.9992640708997754,1.1568156
DNAJB6,-0.21140483,0.9999003804629129,,CRB3,-0.26910278,0.9996937181110113,5.4743185,PHF23,-0.29094633,0.9996617578253437,,SIN3B,-0.1165608,0.9998338017940898,,TMCC1,-0.053917408,0.9999189069433965,2.5129097,PLXND1,-0.109763086,1.0,,TFB1M,-0.13618658,1.0,,USP3-AS1,-0.029657448,0.9992640708997754,1.1639376
CEP170,-0.2114555,0.9999003804629129,,FBXO48,-0.26910278,0.9996937181110113,5.4789553,B4GALT7,-0.29131606,0.9996617578253437,,PRKAA1,-0.1165608,0.9998338017940898,,SLC35D1,-0.053917408,0.9999189069433965,2.421662,SS18L1,-0.1101765,1.0,1.9599144,DLGAP1-AS1,-0.13624771,1.0,,BRCA2,-0.029657448,0.9992640708997754,1.1487432
TIFA,-0.21165816,0.9999003804629129,,UQCC1,-0.26942128,0.9996937181110113,,AXIN1,-0.29150093,0.9996617578253437,,PAN2,-0.116711736,0.9998338017940898,,ACACA,-0.053968225,0.9999189069433965,,KCNE1,-0.1101765,1.0,1.9920193,CXorf21,-0.13636996,1.0,,FCHO2,-0.029657448,0.9992640708997754,1.1508245
SBF1,-0.21170883,0.9999003804629129,,PURA,-0.269485,0.9996937181110113,,TMEM129,-0.2916858,0.9996617578253437,,FBXL15,-0.11686267,0.9998338017940898,,PRKRIR,-0.054781307,0.9999189069433965,,SOCS6,-0.1101765,1.0,1.9385121,VMAC,-0.13655333,1.0,,RP11-135A24.4,-0.029657448,0.9992640708997754,1.1517525
COMMD10,-0.21170883,0.9999003804629129,,USP28,-0.2700583,0.9996937181110113,,C9orf41,-0.29198158,0.9996617578253437,,GTF3C3,-0.11708908,0.9998338017940898,,NDFIP1,-0.054781307,0.9999189069433965,,TMEM255B,-0.1101765,1.0,1.9301867,CPOX,-0.13661446,1.0,,RP3-455J7.4,-0.029657448,0.9992640708997754,1.1601592
ACSL1,-0.21181016,0.9999003804629129,,CSRP1,-0.27015385,0.9996937181110113,,NOA1,-0.29264712,0.9996617578253437,,ABL1,-0.11739095,0.9998338017940898,,CTC-301O7.4,-0.05508621,0.9999189069433965,,CDC14B,-0.1101765,1.0,1.9433938,RPTOR,-0.13661446,1.0,,CTB-152G17.6,-0.029657448,0.9992640708997754,1.1640798
PLTP,-0.21219015,0.9999003804629129,3.4514682,CCDC94,-0.2701857,0.9996937181110113,,PRKAA1,-0.29305384,0.9996617578253437,,SLC35F5,-0.11746642,0.9998338017940898,,IARS,-0.055187844,0.9999189069433965,,LINC00544,-0.1101765,1.0,1.9263537,HIPK3,-0.1367367,1.0,,CPED1,-0.029657448,0.9992640708997754,1.1612148
BIRC5,-0.21219015,0.9999003804629129,3.6072912,GPN2,-0.27021754,0.9996937181110113,,NUP205,-0.29338658,0.9996617578253437,,SLU7,-0.11746642,0.9998338017940898,,NFKBID,-0.055238664,0.9999189069433965,,ADORA2A-AS1,-0.1101765,1.0,1.9568223,NAA25,-0.1367367,1.0,,MORN4,-0.029657448,0.9992640708997754,1.1530414
LY6G6F,-0.21219015,0.9999003804629129,3.4601183,SPHK2,-0.2702494,0.9996937181110113,,XRCC4,-0.29338658,0.9996617578253437,,SESN3,-0.11769282,0.9998338017940898,,VPS33B,-0.055391114,0.9999189069433965,,C2CD2,-0.1101765,1.0,1.9761745,CUL4B,-0.13685896,1.0,,AL353354.2,-0.029657448,0.9992640708997754,1.1502113
KCNMA1,-0.21219015,0.9999003804629129,3.3054297,PRIM1,-0.2704405,0.9996937181110113,,ZC3H12D,-0.29338658,0.9996617578253437,,TPGS1,-0.11773056,0.9998338017940898,,BBIP1,-0.05549275,0.9999189069433965,,FZD1,-0.1101765,1.0,1.9509798,USP42,-0.13685896,1.0,,MAP3K9,-0.029657448,0.9992640708997754,1.1463314
PROK2,-0.21219015,0.9999003804629129,3.2313337,ZNF468,-0.2705042,0.9996937181110113,,GPR146,-0.29338658,0.9996617578253437,,MRTO4,-0.11791923,0.9998338017940898,,CCDC77,-0.055594385,0.9999189069433965,,NAP1L6,-0.1101765,1.0,1.9657866,METTL22,-0.1369812,1.0,,FAM111B,-0.029657448,0.9992640708997754,1.169219
RGS9,-0.21219015,0.9999003804629129,3.2709439,GMEB2,-0.27066344,0.9996937181110113,,RIC8B,-0.29338658,0.9996617578253437,,CRAMP1L,-0.11803243,0.9998338017940898,6.095308,ST3GAL1,-0.055899292,0.9999189069433965,,ATP7A,-0.1101765,1.0,1.9561872,TRIM21,-0.1369812,1.0,,PRMT5-AS1,-0.029657448,0.9992640708997754,1.1476276
WLS,-0.21219015,0.9999003804629129,3.238096,OSGEPL1,-0.2706953,0.9996937181110113,,MFHAS1,-0.29338658,0.9996617578253437,,ZEB2-AS1,-0.118258834,0.9998338017940898,4.2800426,DIP2B,-0.056000926,0.9999189069433965,,ZCCHC14,-0.1101765,1.0,1.9662051,PTPLAD1,-0.1369812,1.0,,VENTX,-0.029657448,0.9992640708997754,1.1494977
VENTX,-0.21219015,0.9999003804629129,3.2435076,C4orf46,-0.27091825,0.9996937181110113,,PRKCI,-0.29338658,0.9996617578253437,,MED23,-0.11829657,0.9998338017940898,,JPX,-0.05615338,0.9999189069433965,,DENND5B,-0.1101765,1.0,1.9460094,MAP3K6,-0.1369812,1.0,,RP11-950C14.3,-0.029657448,0.9992640708997754,1.1551073
MARVELD1,-0.21219015,0.9999003804629129,3.2604208,BTBD11,-0.27133232,0.9996937181110113,,MRAS,-0.29338658,0.9996617578253437,,DNAJC16,-0.11833431,0.9998338017940898,4.3477364,WDR34,-0.056204196,0.9999189069433965,,RP11-395G23.3,-0.1101765,1.0,1.929493,AFF4,-0.13710345,1.0,,FSD1,-0.029657448,0.9992640708997754,1.1606468
KCNC3,-0.21219015,0.9999003804629129,3.3360045,ACP6,-0.27136415,0.9996937181110113,,TSPAN18,-0.29338658,0.9996617578253437,,ZNF687,-0.118598446,0.9998338017940898,4.692707,TNFRSF13B,-0.05630583,0.9999189069433965,,FKBP1B,-0.1101765,1.0,1.9473248,FASTKD5,-0.13710345,1.0,,ZFR2,-0.029657448,0.9992640708997754,1.1569319
SLC46A1,-0.21219015,0.9999003804629129,3.2103102,ZSCAN25,-0.27142787,0.9996937181110113,,FASN,-0.29338658,0.9996617578253437,,FAM120B,-0.11897579,0.9998338017940898,,METAP1D,-0.05630583,0.9999189069433965,,CDK14,-0.1101765,1.0,1.8771106,EIF2S2,-0.13710345,1.0,,BCL2L2,-0.029657448,0.9992640708997754,1.150846
AGRN,-0.21219015,0.9999003804629129,3.4055521,PDHA1,-0.27142787,0.9996937181110113,,FAM168A,-0.29338658,0.9996617578253437,,RP11-386I14.4,-0.11901352,0.9998338017940898,,CCP110,-0.05671237,0.9999189069433965,,CDC42BPB,-0.1101765,1.0,1.9636081,ZXDC,-0.13722572,1.0,,PLK4,-0.029657448,0.9992640708997754,1.1434622
BCAT1,-0.21219015,0.9999003804629129,3.4764016,FAM58A,-0.2714597,0.9996937181110113,,SYCE1L,-0.29338658,0.9996617578253437,,CTD-2162K18.5,-0.119277656,0.9998338017940898,,ATF7IP2,-0.05671237,0.9999189069433965,,LHFPL2,-0.1101765,1.0,1.9593279,GTDC1,-0.13734797,1.0,,NOS3,-0.029657448,0.9992640708997754,1.151514
ZNF461,-0.21219015,0.9999003804629129,3.2248702,SHQ1,-0.2714597,0.9996937181110113,,ANKRD55,-0.29338658,0.9996617578253437,,UBXN7,-0.119277656,0.9998338017940898,,GART,-0.056814007,0.9999189069433965,,ADCY3,-0.1101765,1.0,1.9483025,TAF12,-0.13734797,1.0,,TMEM201,-0.029657448,0.9992640708997754,1.1726959
TMCC3,-0.21219015,0.9999003804629129,3.2655134,ZNF550,-0.27152342,0.9996937181110113,,C5orf30,-0.29338658,0.9996617578253437,,ZFP69,-0.11946633,0.9998338017940898,,PSMG4,-0.056864824,0.9999189069433965,,SLX4,-0.1101765,1.0,1.9538245,SDPR,-0.13734797,1.0,6.1671963,AXIN2,-0.029657448,0.9992640708997754,1.1473196
DNAAF1,-0.21219015,0.9999003804629129,3.266616,GPA33,-0.27155527,0.9996937181110113,,RP11-383J24.6,-0.29338658,0.9996617578253437,,TMEM234,-0.119504064,0.9998338017940898,,B9D2,-0.05691564,0.9999189069433965,,LAMP3,-0.1101765,1.0,1.964272,SLC39A11,-0.13759246,1.0,,RGS9,-0.029657448,0.9992640708997754,1.1534121
RP11-452L6.1,-0.21219015,0.9999003804629129,3.2492325,ATAD3B,-0.27168265,0.9996937181110113,,BOLA1,-0.29371935,0.9996617578253437,,UBN2,-0.119541794,0.9998338017940898,,RP5-1068E13.7,-0.05711891,0.9999189069433965,,PAPD7,-0.1101765,1.0,1.944175,ZNF268,-0.13759246,1.0,,RAB11FIP5,-0.029657448,0.9992640708997754,1.1457634
OLFM1,-0.21219015,0.9999003804629129,3.2528634,RP11-554J4.1,-0.27174637,0.9996937181110113,,KIAA1551,-0.29375634,0.9996617578253437,,STXBP3,-0.11957953,0.9998338017940898,,SEC31B,-0.05711891,0.9999189069433965,,RPH3AL,-0.1101765,1.0,1.9731312,LINC00662,-0.13765359,1.0,,FIZ1,-0.029657448,0.9992640708997754,1.1758441
PAPSS2,-0.21219015,0.9999003804629129,3.252339,CDKN2A,-0.27187377,0.9996937181110113,,PPM1B,-0.29375634,0.9996617578253437,,EPS15,-0.119655,0.9998338017940898,,TRIM65,-0.057169728,0.9999189069433965,,CLEC1B,-0.1101765,1.0,2.0299122,ATPAF2,-0.13765359,1.0,,MIR4453,-0.029657448,0.9992640708997754,1.1481053
IFNLR1,-0.21219015,0.9999003804629129,3.1306765,ADPGK-AS1,-0.27212855,0.9996937181110113,,GATAD2B,-0.2939412,0.9996617578253437,,PGBD2,-0.11980594,0.9998338017940898,,LRRN3,-0.05732218,0.9999189069433965,,KCNMB4,-0.1101765,1.0,1.9335974,ZNF236,-0.13771471,1.0,,BZRAP1,-0.029657448,0.9992640708997754,1.1475239
MARC2,-0.21219015,0.9999003804629129,3.1076329,SLC16A1,-0.27219227,0.9996937181110113,,VAV1,-0.29397818,0.9996617578253437,,GBF1,-0.11980594,0.9998338017940898,,BCDIN3D,-0.05732218,0.9999189069433965,,ZNF519,-0.1101765,1.0,1.9479421,NCOA7,-0.13771471,1.0,,TTC24,-0.029657448,0.9992640708997754,1.1547003
